Genome_Name	NCBI_ID	Environment	Oxygen_Tolerance	Pathogenicity	Latitude	Longitude
Citrobacter_rodentium_ICC168	637910	Non-Human	Facultative	Pathogen	NA	NA
Citrobacter_sp_30_2	469595	Human, Gut	Facultative	NA	NA	NA
Citrobacter_youngae_ATCC_29220	500640	Human, Gut	Facultative	NA	NA	NA
Citromicrobium_bathyomarinum_JL354	685035	Non-Human	NA	NA	NA	NA
Clavibacter_michiganensis_michiganensis_NCPPB_382	443906	Non-Human	Aerobe	Pathogen	NA	NA
Clavibacter_michiganensis_sepedonicus_ATCC_33113	31964	Non-Human	Aerobe	Pathogen	NA	NA
Clostridiales_genomosp_BVAB3_str_UPII9_5	699246	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Clostridiales_sp_1_7_47_FAA	457421	Human, Gut	NA	NA	NA	NA
Clostridium_acetobutylicum_ATCC_824	272562	Non-Human, Soil	Obligate anaerobe	NA	41.603221	-73.087749
Clostridium_asparagiforme_DSM_15981	518636	Human, Gut	Obligate anaerobe	NA	NA	NA
Clostridium_bartlettii_DSM_16795	445973	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_beijerinckii_NCIMB_8052	290402	Non-Human, Soil	Anaerobe	Non-Pathogen	NA	NA
Clostridium_bolteae_ATCC_BAA_613	411902	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_botulinum_A2_Kyoto_F	536232	Human, Marine (Other), Food	Anaerobe	Pathogen	35.011636	135.768029
Clostridium_botulinum_A3_Loch_Maree	498214	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_botulinum_A_ATCC_19397	441770	Human, Soil	Obligate anaerobe	Pathogen	NA	NA
Clostridium_botulinum_A_ATCC_3502	413999	Human, Soil	Obligate anaerobe	Pathogen	NA	NA
Clostridium_botulinum_A_Hall	441771	Human, Soil	Obligate anaerobe	Pathogen	42.374554	-71.116818
Clostridium_botulinum_B1_Okra	498213	Human	Anaerobe	Pathogen	NA	NA
Clostridium_botulinum_B_Eklund_17B	508765	Non-Human, Marine (Other), Food	Anaerobe	Non-Pathogen	NA	NA
Clostridium_botulinum_Ba4_657	515621	Human, Soil	Obligate aerobe	Pathogen	NA	NA
Clostridium_botulinum_Bf	445336	Human, Food	Obligate anaerobe	Pathogen	NA	NA
Clostridium_botulinum_C_Eklund	445337	Non-Human	Obligate anaerobe	Non-Pathogen	NA	NA
Clostridium_botulinum_D_str_1873	592027	Human, Marine (Other), Food	Anaerobe	Pathogen	NA	NA
Clostridium_botulinum_E1_str_BoNT_E_Beluga	536233	Human, Marine (Other), Food	Anaerobe	Pathogen	NA	NA
Clostridium_botulinum_E3_Alaska_E43	508767	Human, Food	Anaerobe	Pathogen	NA	NA
Clostridium_botulinum_F_Langeland	441772	Human	Obligate anaerobe	Pathogen	54.943172	10.775886
Clostridium_botulinum_F_str_230613	758678	Human	Obligate anaerobe	Pathogen	NA	NA
Clostridium_botulinum_NCTC_2916	445335	Human, Food	Obligate anaerobe	Pathogen	NA	NA
Clostridium_butyricum_5521	447214	Human, Food	Anaerobe	Pathogen	NA	NA
Clostridium_butyricum_E4_str_BoNT_E_BL5262	632245	Human, Food	Anaerobe	Pathogen	NA	NA
Clostridium_carboxidivorans_P7	536227	Non-Human	Anaerobe	NA	36.123175	-97.069644
Clostridium_cellulolyticum_H10	394503	Non-Human, Soil	Anaerobe	NA	48.6911	6.1823
Clostridium_cellulovorans_743B	573061	Non-Human, Soil	Anaerobe	NA	NA	NA
Clostridium_difficile_630	272563	Human	Obligate anaerobe	Pathogen	47.3775	8.5396
Clostridium_difficile_ATCC_43255	499175	Human	Anaerobe	Pathogen	NA	NA
Clostridium_difficile_CD196	645462	Non-Human	NA	NA	NA	NA
Clostridium_difficile_CIP_107932	499176	Human, Urogenital (Other)	Anaerobe	Pathogen	49.128754	4.147545
Clostridium_difficile_NAP07	525258	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_difficile_NAP08	525259	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_difficile_QCD_23m63	499174	Human	Anaerobe	Pathogen	NA	NA
Clostridium_difficile_QCD_37x79	479834	Human	Obligate anaerobe	Pathogen	42.982515	-81.253973
Clostridium_difficile_QCD_63q42	479831	Human	Obligate anaerobe	Pathogen	NA	NA
Clostridium_difficile_QCD_66c26	455631	Human	Obligate anaerobe	Pathogen	NA	NA
Clostridium_difficile_QCD_76w55	479832	Human	Obligate anaerobe	Pathogen	44.977482	-93.264351
Clostridium_difficile_QCD_97b34	479833	Human	Obligate anaerobe	Pathogen	47.576727	-52.701129
Clostridium_difficile_R20291	645463	Human, Gut	Obligate anaerobe	Pathogen	51.800473	-0.803289
Clostridium_difficile_VPI_10463_ATCC_43255	499175	Human	Anaerobe	Pathogen	NA	NA
Clostridium_hiranonis_DSM_13275	500633	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_hylemonae_DSM_15053	553973	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_kluyveri_DSM_555	431943	Non-Human	Anaerobe	Non-Pathogen	52.011899	4.360257
Clostridium_kluyveri_NBRC_12016	583346	Non-Human	Anaerobe	NA	NA	NA
Clostridium_lentocellum_DSM_5427	642492	Non-Human	Anaerobe	NA	57.243	-2.686
Clostridium_leptum_DSM_753	428125	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_methylpentosum_R2_DSM_5476	537013	Human, Gut	Obligate anaerobe	NA	NA	NA
Clostridium_novyi_NT	386415	Non-Human, Soil	Anaerobe	Non-Pathogen	NA	NA
Clostridium_papyrosolvens_DSM_2782	588581	Non-Human	Anaerobe	NA	57.162143	-2.719417
Clostridium_perfringens_13	195102	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_ATCC_13124	195103	Human, Soil	Obligate anaerobe	Pathogen	NA	NA
Clostridium_perfringens_B_ATCC_3626	451754	Non-Human, Soil, Farm	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_CPE_F4969	451756	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_C_JGS1495	445334	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_D_JGS1721	488537	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_E_JGS1987	451755	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_NCTC_8239	451757	Human, Soil	Anaerobe	Pathogen	NA	NA
Clostridium_perfringens_SM101	289380	Human	Anaerobe	Pathogen	NA	NA
Clostridium_phytofermentans_ISDg	357809	Non-Human, Soil	Anaerobe	NA	42.404699	-72.308526
Clostridium_scindens_ATCC_35704	411468	Human, Gut	Anaerobe	NA	40.756054	-73.986951
Clostridium_sp_7_2_43FAA	457396	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_sp_L2_50	411489	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_sp_M62_1	411486	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_sp_SS2_1	411484	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Clostridium_spiroforme_DSM_1552	428126	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_sporogenes_ATCC_15579	471871	Human, Gut	Anaerobe	NA	NA	NA
Clostridium_tetani_E88	212717	Human	Anaerobe	Pathogen	NA	NA
Clostridium_thermocellum_ATCC_27405	203119	Non-Human, Soil	Anaerobe	Non-Pathogen	NA	NA
Clostridium_thermocellum_DSM_2360	572545	Non-Human	Anaerobe	NA	NA	NA
Collinsella_aerofaciens_ATCC_25986	411903	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Collinsella_intestinalis_DSM_13280	521003	Human, Gut	Anaerobe	NA	NA	NA
Collinsella_stercoris_DSM_13279	445975	Human, Gut	Anaerobe	NA	NA	NA
Colwellia_psychrerythraea_34H	167879	Non-Human	Facultative	NA	NA	NA
Comamonas_testosteroni_CNB_2	688245	Non-Human	NA	NA	NA	NA
Comamonas_testosteroni_KF_1	399795	Non-Human	Aerobe	NA	NA	NA
Conexibacter_woesei_DSM_14684	469383	Non-Human, Soil	Obligate aerobe	NA	45.64	9.002
Congregibacter_litoralis_KT71	314285	Non-Human, Marine (Heterotroph)	Microaerophilic	NA	54.25	7.933333
Coprococcus_comes	470146	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Coprococcus_eutactus_ATCC_27759	411474	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Coprothermobacter_proteolyticus_DSM_5265	309798	Non-Human	Anaerobe	NA	NA	NA
Coraliomargarita_akajimensis_DSM_45221	583355	Non-Human, Marine (Other)	Obligate aerobe	NA	39.537	141.121
Corynebacterium_accolens_ATCC_49725	525260	Human, Airways (Other)	Anaerobe	NA	NA	NA
Corynebacterium_ammoniagenes_DSM_20306	649754	Human, Gut	Anaerobe	NA	NA	NA
Corynebacterium_amycolatum_SK46	553204	Human, Skin	Aerobe	NA	NA	NA
Corynebacterium_aurimucosum_ATCC_700975	548476	Human, Urogenital (Vaginal)	Facultative	NA	NA	NA
Corynebacterium_diphtheriae_NCTC_13129	257309	Human, Airways (Other)	Facultative	Pathogen	NA	NA
Corynebacterium_efficiens_YS_314	196164	Human, Skin	Facultative	NA	35.5	139.5
Corynebacterium_genitalium_ATCC_33030	585529	Human, Urogenital (Other)	Facultative	NA	NA	NA
Corynebacterium_glucuronalyticum_ATCC_51867	548477	Human, Urogenital (Other)	Facultative	NA	NA	NA
Corynebacterium_glucuronolyticum_ATCC_51866	548478	Human, Urogenital (Other)	Facultative	NA	48.582	7.743
Corynebacterium_glutamicum_ATCC_13032_Bielefeld	196627	Non-Human, Soil	Facultative	NA	NA	NA
Corynebacterium_glutamicum_R	340322	Non-Human, Soil	Facultative	NA	NA	NA
Corynebacterium_jeikeium_ATCC_43734	525262	Human, Urogenital (Other)	Facultative	NA	NA	NA
Corynebacterium_jeikeium_K411	306537	Human	Facultative	Pathogen	NA	NA
Corynebacterium_kroppenstedtii_DSM_44385	645127	Human, Airways (Other)	Anaerobe	NA	NA	NA
Corynebacterium_lipophiloflavum_DSM_44291	525263	Human, Urogenital (Vaginal)	NA	NA	NA	NA
Corynebacterium_matruchotii_ATCC_14266	553207	Human, Oral (Other)	Aerobe	NA	NA	NA
Corynebacterium_matruchotii_ATCC_33806	566549	Human, Oral (Gingivae)	Aerobe	NA	NA	NA
Corynebacterium_pseudogenitalium_ATCC_33035	525264	Human, Urogenital (Other)	NA	NA	NA	NA
Corynebacterium_striatum_ATCC_6940	525268	Human, Urogenital (Other)	Anaerobe	NA	NA	NA
Corynebacterium_tuberculostearicum_SK141	553206	Human, Skin	Anaerobe	NA	NA	NA
Corynebacterium_urealyticum_DSM_7109	504474	Human	Anaerobe	Pathogen	NA	NA
Coxiella_burnetii_CbuG_Q212	434923	Human	Facultative	Pathogen	NA	NA
Coxiella_burnetii_CbuK_Q154	434924	Human	Facultative	Pathogen	NA	NA
Coxiella_burnetii_Dugway_7E9_12	382253	Non-Human	Facultative	Pathogen	NA	NA
Coxiella_burnetii_RSA_331	360115	Human	Facultative	Pathogen	NA	NA
Coxiella_burnetii_RSA_493	227377	Human, Soil	Facultative	Pathogen	NA	NA
Croceibacter_atlanticus_HTCC2559	216432	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Crocosphaera_watsonii_WH_8501	165597	Non-Human	NA	NA	NA	NA
Cronobacter_sakazakii_ATCC_BAA_894	290339	Human	Facultative	Pathogen	NA	NA
Cronobacter_turicensis	413502	Human	Facultative	NA	47.369	8.538
Cryptobacterium_curtum_DSM_15641	469378	Human, Oral (Other)	Obligate anaerobe	NA	NA	NA
Cupriavidus_metallidurans_CH34	266264	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Cupriavidus_taiwanensis	164546	Non-Human	Facultative	NA	22.549506	120.61999
Cyanobium_sp_PCC_7001	180281	Non-Human, Marine (Other)	Facultative	NA	40.74179	-72.915
Cyanothece_sp_ATCC_51142	43989	Non-Human	Facultative	NA	27.816743	-97.074951
Cyanothece_sp_CCY_0110	391612	Non-Human, Marine (Other)	Aerobe	NA	-6.1425	39.45778
Cyanothece_sp_PCC_7424	65393	Non-Human	Anaerobe	NA	NA	NA
Cyanothece_sp_PCC_7425	395961	Non-Human	Anaerobe	NA	NA	NA
Cyanothece_sp_PCC_7822	497965	Non-Human	Aerobe	NA	20.237556	84.270018
Cyanothece_sp_PCC_8801	41431	Non-Human	Aerobe	NA	NA	NA
Cyanothece_sp_PCC_8802	395962	Non-Human	Aerobe	NA	22.760875	120.637579
Cylindrospermopsis_raciborskii_CS_505	533240	Non-Human	NA	NA	NA	NA
Cytophaga_hutchinsonii_ATCC_33406	269798	Non-Human, Soil	Aerobe	Non-Pathogen	37.7539	126.4882
Dechloromonas_aromatica_RCB	159087	Non-Human	Facultative	NA	NA	NA
Deferribacter_desulfuricans_SSM1	639282	Non-Human	Anaerobe	NA	NA	NA
Dehalococcoides_ethenogenes_195	243164	Non-Human	Anaerobe	NA	NA	NA
Dehalococcoides_sp_BAV1	216389	Non-Human	Anaerobe	NA	44.4267	-83.3323
Dehalococcoides_sp_CBDB1	255470	Non-Human	Anaerobe	NA	NA	NA
Dehalococcoides_sp_GT	633145	Non-Human	Anaerobe	NA	NA	NA
Dehalococcoides_sp_VS	311424	Non-Human	Anaerobe	NA	NA	NA
Dehalogenimonas_lykanthroporepellens_BL_DC_9	552811	Non-Human	Anaerobe	NA	NA	NA
Deinococcus_deserti_VCD115	546414	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Deinococcus_geothermalis_DSM_11300	319795	Non-Human, Hydrothermal	Aerobe	Pathogen	40.833568	14.162399
Deinococcus_radiodurans_R1	243230	Non-Human, Soil	Aerobe	Pathogen	NA	NA
Delftia_acidovorans_SPH_1	398578	Non-Human, Soil	Aerobe	NA	NA	NA
Denitrovibrio_acetiphilus_DSM_12809	522772	Non-Human, Marine (Other)	Obligate anaerobe	NA	NA	NA
Desulfatibacillum_alkenivorans_AK_01	439235	Non-Human	Anaerobe	NA	40.437746	-74.20347
Desulfitobacterium_hafniense_DCB_2	272564	Non-Human	Anaerobe	NA	NA	NA
Desulfitobacterium_hafniense_Y51	138119	Non-Human, Soil	Anaerobe	NA	NA	NA
Desulfobacterium_autotrophicum_HRM2_DSM_3382	177437	Non-Human	Anaerobe	NA	NA	NA
Desulfococcus_oleovorans_Hxd3	96561	Non-Human	Anaerobe	NA	NA	NA
Desulfohalobium_retbaense_DSM_5692	485915	Non-Human	Obligate anaerobe	NA	14.83	-17.23
Desulfomicrobium_baculatum_DSM_4028	525897	Non-Human	Obligate anaerobe	NA	NA	NA
Desulfonatronospira_thiodismutans_ASO3_1	555779	Non-Human	Anaerobe	NA	52.504582	82.999935
Desulfotalea_psychrophila_LSv54	177439	Non-Human, Marine (Other)	Anaerobe	NA	NA	NA
Desulfotomaculum_acetoxidans_DSM_771	485916	Non-Human, Soil	Obligate anaerobe	NA	51.533	9.933
Desulfotomaculum_reducens_MI_1	349161	Non-Human	Anaerobe	Non-Pathogen	38.067222	-122.25
Desulfovibrio_aespoeensis_Aspo_2	643562	Non-Human, Soil	Obligate anaerobe	NA	56.115502	15.537785
Desulfovibrio_desulfuricans_G20	207559	Non-Human	Anaerobe	NA	NA	NA
Desulfovibrio_desulfuricans_desulfuricans_ATCC_27774	525146	Non-Human, Farm	Anaerobe	NA	NA	NA
Desulfovibrio_magneticus_RS_1	573370	Non-Human	Anaerobe	NA	34.230511	135.170808
Desulfovibrio_piger_ATCC_29098	411464	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Desulfovibrio_salexigens_DSM_2638	526222	Non-Human	Anaerobe	NA	NA	NA
Desulfovibrio_sp_FW1012B	644968	Non-Human, Soil	Obligate anaerobe	NA	NA	NA
Desulfovibrio_vulgaris_Miyazaki_F	883	Non-Human, Soil	Anaerobe	NA	NA	NA
Desulfovibrio_vulgaris_RCH1	573059	Non-Human, Soil	Obligate anaerobe	NA	NA	NA
Desulfovibrio_vulgaris_vulgaris_DP4	391774	Non-Human	Anaerobe	Non-Pathogen	NA	NA
Desulfovibrio_vulgaris_vulgaris_Hildenborough	882	Non-Human, Soil	Anaerobe	NA	51.213219	0.249551
Desulfurivibrio_alkaliphilus_AHT2	589865	Non-Human	Anaerobe	NA	30.418502	30.333323
Desulfurococcus_kamchatkensis_1221n	490899	Non-Human, Hydrothermal	Obligate anaerobe	NA	54.593	160.273
Desulfuromonas_acetoxidans_DSM_684	281689	Non-Human	Anaerobe	NA	NA	NA
Dethiobacter_alkaliphilus_AHT1	555088	Non-Human	Anaerobe	NA	NA	NA
Dethiosulfovibrio_peptidovorans_SEBR_4207_DSM_11002	469381	Non-Human	Obligate anaerobe	NA	-5.05	11.783
Dialister_invisus_DSM_15470	592028	Human, Oral (Other)	Anaerobe	NA	NA	NA
Dichelobacter_nodosus_VCS1703A	246195	Non-Human	Anaerobe	Pathogen	NA	NA
Dickeya_dadantii_Ech586	590409	Non-Human	Facultative	Pathogen	NA	NA
Dickeya_dadantii_Ech703	579405	Non-Human	Facultative	NA	NA	NA
Dickeya_zeae_Ech1591	561229	Non-Human	Facultative	NA	NA	NA
Dictyoglomus_thermophilum_H_6_12	309799	Non-Human, Hydrothermal	Anaerobe	NA	32.789827	130.741667
Dictyoglomus_turgidum_DSM_6724	515635	Non-Human, Hydrothermal	Anaerobe	NA	54.517335	159.973068
Dinoroseobacter_shibae_DFL_12	398580	Non-Human	Aerobe	NA	35.648504	139.763947
Dokdonia_donghaensis_MED134	313590	Non-Human, Marine (Other)	NA	NA	41.66667	2.8
Dorea_formicigenerans_ATCC_27755	411461	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Dorea_longicatena_DSM_13814	411462	Human, Gut	Anaerobe	Non-Pathogen	NA	NA
Dyadobacter_fermentans_NS_114_DSM_18053	471854	Non-Human, Soil	Aerobe	NA	43.1	-89.4
Edwardsiella_ictaluri_93_146	634503	Non-Human	Facultative	Pathogen	NA	NA
Edwardsiella_tarda_ATCC_23685	500638	Human, Gut	Facultative	Pathogen	NA	NA
Edwardsiella_tarda_EIB202	498217	Human	Facultative	Pathogen	37.463	121.447
Eggerthella_lenta_DSM_2243	479437	Human	Anaerobe	Pathogen	NA	NA
Ehrlichia_canis_Jake	269484	Non-Human	Aerobe	Pathogen	NA	NA
Ehrlichia_chaffeensis_Arkansas	205920	Human	NA	Pathogen	NA	NA
Ehrlichia_chaffeensis_Sapulpa	332415	Human	NA	Pathogen	NA	NA
Ehrlichia_ruminantium_Gardel	302409	Non-Human, Farm	NA	Pathogen	NA	NA
Ehrlichia_ruminantium_Welgevonden_CIRAD	254945	Non-Human	NA	Pathogen	NA	NA
Eikenella_corrodens_ATCC_23834	546274	Human, Oral (Other)	Anaerobe	Pathogen	34.021575	-81.037104
Elusimicrobium_minutum_Pei191	445932	Non-Human	Anaerobe	NA	NA	NA
Endoriftia_persephone_Hot96_1_Hot96_2	394104	Non-Human	NA	NA	NA	NA
Enhydrobacter_aerosaccus_SK60	553217	Human, Skin	Facultative	NA	NA	NA
Enterobacter_cancerogenus_ATCC_35316	500639	Human, Gut	Facultative	NA	NA	NA
Enterobacter_cloacae_subsp_cloacae_ATCC_13047	716541	Human	Aerobe	Pathogen	NA	NA
Enterobacter_sp_638	399742	Non-Human	Facultative	NA	NA	NA
Enterococcus_casseliflavus_EC10	565654	Human	Facultative	Pathogen	NA	NA
Enterococcus_casseliflavus_EC20	565655	Human	Facultative	Pathogen	NA	NA
Enterococcus_casseliflavus_EC30	565652	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecalis_ARO1_DG	565651	Non-Human	Facultative	NA	NA	NA
Enterococcus_faecalis_ATCC_29200	525271	Human, Urogenital (Other)	Aerobe	NA	NA	NA
Enterococcus_faecalis_ATCC_4200	565642	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_CH188	565644	Human	Facultative	NA	42.35892	-71.05781
Enterococcus_faecalis_D6	565650	Non-Human, Farm	Facultative	NA	NA	NA
Enterococcus_faecalis_DS5	565643	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_E1Sol	565647	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_Fly1	565649	Non-Human	Facultative	NA	NA	NA
Enterococcus_faecalis_HH22	491075	Human, Urogenital (Other)	Facultative	Pathogen	NA	NA
Enterococcus_faecalis_HIP11704	565646	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_JH1	565648	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_Merz96	565645	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_OG1RF	474186	Human, Gut	Facultative	Pathogen	NA	NA
Enterococcus_faecalis_PC4_1	791161	Human, Gut	Facultative	NA	NA	NA
Enterococcus_faecalis_R712	699186	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_S613	699185	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_T1	565636	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_T11	565640	Human, Urogenital (Other)	Facultative	NA	26.212401	127.680932
Enterococcus_faecalis_T2	565637	Human, Urogenital (Other)	Facultative	NA	43.062096	141.354376
Enterococcus_faecalis_T3	565638	Human, Urogenital (Other)	Facultative	NA	43.062096	141.354376
Enterococcus_faecalis_T8	565639	Human	Facultative	NA	NA	NA
Enterococcus_faecalis_TUSoD_Ef11	553209	Human, Oral (Other)	Facultative	NA	NA	NA
Enterococcus_faecalis_TX0104	491074	Human, Gut	Aerobe	Pathogen	NA	NA
Enterococcus_faecalis_TX1332	525278	Human, Gut	Aerobe	NA	NA	NA
Enterococcus_faecalis_V583	226185	Human, Gut	Facultative	Pathogen	38.634788	-90.263207
Enterococcus_faecalis_X98	565641	Human, Gut	Facultative	NA	NA	NA
Enterococcus_faecium_1_141_733	565659	Human, Gut, Soil	Facultative	Pathogen	NA	NA
Enterococcus_faecium_1_230_933	565656	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_1_231_408	565661	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_1_231_410	565660	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_1_231_501	565658	Human, Gut, Soil	Facultative	Pathogen	NA	NA
Enterococcus_faecium_1_231_502	565657	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_C68	565664	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_Com12	565662	Human, Gut, Soil	Facultative	Pathogen	NA	NA
Enterococcus_faecium_Com15	565663	Human, Gut	Facultative	Pathogen	NA	NA
Enterococcus_faecium_D344SRF	565665	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_DO	333849	Human, Gut	Aerobe	NA	29.710489	-95.39907
Enterococcus_faecium_E1039	645663	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_E1071	535205	Human, Gut	Facultative	Pathogen	NA	NA
Enterococcus_faecium_E1162	535206	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_E1636	544875	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_E1679	546340	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_E980	529885	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_TC_6	565666	Human	Facultative	Pathogen	NA	NA
Enterococcus_faecium_TX1330	525279	Human, Gut	Facultative	NA	NA	NA
Enterococcus_faecium_U0317	547468	Human, Urogenital (Other)	Facultative	Pathogen	52.091262	5.122748
Enterococcus_gallinarum_EG2	565653	Human, Soil	Facultative	Pathogen	NA	NA
Epulopiscium_sp_N_t_morphotype_B	420336	Non-Human	Anaerobe	NA	NA	NA
Erwinia_amylovora_ATCC_49946	716540	Non-Human	Facultative	Pathogen	40.714	-74.005
Erwinia_amylovora_CFBP1430	665029	Non-Human	Facultative	Pathogen	NA	NA
Erwinia_pyrifoliae_DSM_12163	644651	Non-Human	Facultative	NA	NA	NA
Erwinia_pyrifoliae_Ep1_96	634499	Non-Human	Facultative	Pathogen	NA	NA
Erwinia_tasmaniensis_Et1_99	465817	Non-Human	Facultative	Non-Pathogen	NA	NA
Erysipelothrix_rhusiopathiae_ATCC_19414	525280	Human, Skin	Aerobe	NA	NA	NA
Erysipelotrichaceae_bacterium_5_2_54FAA	552396	Human, Gut	NA	NA	NA	NA
Erythrobacter_litoralis_HTCC2594	314225	Non-Human, Marine (Other)	Aerobe	NA	NA	NA
Erythrobacter_sp_NAP1	237727	Non-Human, Marine (Other)	Aerobe	NA	39.6	-72.45
Escherichia_coli_042	216592	Human, Gut	Facultative	Pathogen	-12.093	-77.046
Escherichia_coli_101_1	358709	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_53638	344610	Human	Facultative	NA	NA	NA
Escherichia_coli_55989	585055	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_83972	525281	Human, Urogenital (Other)	Facultative	NA	NA	NA
Escherichia_coli_APEC_O1	405955	Non-Human	Facultative	Pathogen	NA	NA
Escherichia_coli_ATCC_8739	481805	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_B088	550672	Human	Facultative	NA	NA	NA
Escherichia_coli_B185	550676	Human	Facultative	NA	NA	NA
Escherichia_coli_B354	550677	Human	Facultative	NA	NA	NA
Escherichia_coli_BL21_DE3	469008	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_BL21_DE3_Austrian_seq_center	469008	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_BL21_DE3_Korean_seq_center	469008	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_BW2952	595496	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_B_str_REL606	413997	Non-Human	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_CFT073	199310	Human	Facultative	Pathogen	39.294255	-76.614275
Escherichia_coli_DH1	536056	Non-Human	Facultative	NA	NA	NA
Escherichia_coli_E110019	340186	Human, Gut	Facultative	NA	NA	NA
Escherichia_coli_E22	340185	Human	Facultative	NA	NA	NA
Escherichia_coli_E24377A	331111	Human, Gut	Facultative	Pathogen	NA	NA
Escherichia_coli_ED1a	585397	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_FVEC1412	656380	Non-Human	NA	Pathogen	NA	NA
Escherichia_coli_HS	331112	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_IAI1	585034	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_IAI39	585057	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_IHE3034	714962	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_K12_DH10B	316385	Human, Gut	Facultative	Non-Pathogen	NA	NA
Escherichia_coli_O103_H2_str_12009	585395	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_O111_H_str_11128	585396	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_O127_H6_E2348_69	574521	Human	Facultative	Pathogen	NA	NA
Escherichia_coli_O157_H7_EC4024	444454	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4042	444449	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4045	444448	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4076	444453	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4113	444452	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4115	444450	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4196	444451	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4206	444447	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4401	478004	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4486	478005	Human	Facultative	NA	NA	NA
Escherichia_coli_O157_H7_EC4501	478006	Human	Facultative	NA	NA	NA
